Name,Overall,Position
D. Le Tallec,72.0,CM
R. Gosens,72.0,WM
R. Bobadilla,72.0,ST
K. Wolze,72.0,FB
C. Basham,72.0,CB
J. Cabot,72.0,FW
Gonçalo Silva,72.0,CB
C. Arboleda,72.0,FB
G. Lajud,72.0,GK
Unai Simón,72.0,GK
C. Knasmüllner,72.0,CAM
L. Lollo,72.0,CB
A. Milić,72.0,FB
Ronaldo Vieira,72.0,CDM
S. Bahoken,72.0,ST
Ontiveros,72.0,WM
N. Höfler,72.0,CDM
K. Acosta,72.0,CM
Kwoun Sun Tae,72.0,GK
A. Çamdalı,72.0,CDM
B. Linssen,72.0,FW
M. Trotta,72.0,ST
J. Dezi,72.0,CM
Choi Chul Soon,72.0,FB
Danilo,72.0,FB
J. Savarino,72.0,FW
M. Zeman,72.0,WM
N. Baker,72.0,CB
M. Saymak,72.0,CAM
Yeom Ki Hun,72.0,ST
J. Murphy,72.0,FW
E. Prib,72.0,WM
L. Phiri,72.0,CM
Jubal,72.0,CB
A. Cubas,72.0,CM
Luismi,72.0,CDM
A. Adnan,72.0,WM
Diogo Gonçalves,72.0,FW
Rui Fonte,72.0,ST
J. Bennett,72.0,FB
S. Ortega,72.0,GK
B. Białkowski,72.0,GK
Ricardo Ryller,72.0,CM
J. Börner,72.0,CB
Fran Mérida,72.0,CDM
Tito,72.0,FB
S. Sensi,72.0,CDM
A. Weimann,72.0,ST
Fernando Canesín,72.0,WAM
I. Runje,72.0,CB
Vigaray,72.0,FB
P. Olayinka,72.0,WM
R. Delgado,72.0,FB
J. Wiland,72.0,GK
V. Figueroa,72.0,WM
Chiquinho,72.0,CM
C. Trimmel,72.0,FB
S. Lletget,72.0,CM
C. Jullien,72.0,CB
O. Alderete,72.0,CB
A. Saelemaekers,72.0,FB
M. Vrančić,72.0,CM
J. Uronen,72.0,FB
K. Schindler,72.0,ST
Sin Jin Ho,72.0,CM
L. Haraslín,72.0,WM
A. Fiola,72.0,FB
X. Schlager,72.0,CM
N. Jelavić,72.0,ST
T. Ben Haim,72.0,WM
Clinton Mata,72.0,WM
S. Hutchinson,72.0,CDM
J. Russell,72.0,FW
S. Uçan,72.0,CM
Renato Neto,72.0,CM
J. Meram,72.0,WM
Jorge Miramón,72.0,FB
A. Murgia,72.0,CM
I. Ávila,72.0,ST
T. Kaminski,72.0,GK
K. Zohore,72.0,ST
L. Ceppitelli,72.0,CB
Nuno Coelho,72.0,CDM
C. Mulgrew,72.0,CB
D. Dwyer,72.0,ST
J. Carrizo,72.0,GK
F. Peluso,72.0,FB
M. van der Werff,72.0,CB
M. Piedrahita,72.0,FB
V. Ayala,72.0,CM
R. Alvarado,72.0,CAM
D. Rossi,72.0,FW
F. Pisacane,72.0,CB
U. Ćosić,72.0,CB
Sebá,72.0,FW
D. Peralta,72.0,CB
R. Koch,72.0,CDM
A. Ghazal,72.0,CDM
A. Federici,72.0,GK
David Simón,72.0,FB
M. Oršić,72.0,WM
Alexandre Frandeira,72.0,CB
A. Tettey,72.0,CDM
G. Hanley,72.0,CB
Cristian Herrera,72.0,ST
R. Green,72.0,GK
Gelson Dala,72.0,ST
M. Higashiguchi,72.0,GK
Jorge Teixeira,72.0,CB
R. Woods,72.0,CDM
S. Martinsson Ngouali,72.0,CM
W. Ángel,72.0,CB
D. Villalpando,72.0,CAM
M. Šitum,72.0,WM
T. Carroll,72.0,CM
R. Elliot,72.0,GK
Sergio Sánchez,72.0,CB
I. Cofie,72.0,CDM
S. Byram,72.0,FB
M. Cauteruccio,72.0,ST
K. Molino,72.0,CAM
L. Ariaudo,72.0,CB
P. Klingmann,72.0,FB
M. Thuram,72.0,WM
Y. Cahuzac,72.0,CDM
Elustondo,72.0,CM
S. Downing,72.0,FW
L. Immers,72.0,CM
C. Menéndez,72.0,ST
Vágner Corraldo,72.0,FB
Luso,72.0,CB
C. Mavinga,72.0,CB
F. Melchiorri,72.0,ST
T. Doumbia,72.0,CDM
A. Trondsen,71.0,CM
Sivera,71.0,GK
Allison Sireo,71.0,CB
Z. Stieber,71.0,WM
S. Berahino,71.0,FW
O. Skúlason,71.0,CDM
L. Koutris,71.0,FB
M. Pektemek,71.0,CF
R. Schüller,71.0,CDM
Sergio Herrera,71.0,GK
E. Kawashima,71.0,GK
L. Memushaj,71.0,CM
E. Fernandes,71.0,WM
M. Valenzuela,71.0,FB
H. Lansbury,71.0,CM
A. Gunn,71.0,GK
A. Kamara,71.0,ST
R. Riou,71.0,GK
Jung Sung Ryong,71.0,GK
A. Caracciolo,71.0,CB
Ewandro,71.0,WM
G. Holtmann,71.0,WM
Erik Morán,71.0,CDM
Tobias Figueiredo,71.0,CB
I. Rossi,71.0,CM
Miltisco Paulino,71.0,CB
P. Brlek,71.0,CM
G. Bettini,71.0,FB
R. Kent,71.0,FW
Jordi Calavera,71.0,FB
M. Lešković,71.0,CB
G. Friend,71.0,FB
S. Aydoğdu,71.0,CM
S. Gashi,71.0,ST
O. Deschacht,71.0,CB
E. Cecchini,71.0,CDM
T. Knipping,71.0,CB
H. Yamaguchi,71.0,CM
V. Aguilera,71.0,CB
J. Cavalli,71.0,CAM
L. Pasciuti,71.0,WM
M. Makuszewski,71.0,WM
L. Albertengo,71.0,ST
Serginho,71.0,CDM
F. Schnellhardt,71.0,CM
M. Pavone,71.0,ST
T. Goiginger,71.0,FW
K. Beckerman,71.0,CM
Luis García,71.0,CM
Lyanco,71.0,CB
A. Luci,71.0,CM
Luca Sangalli,71.0,WM
S. Ameobi,71.0,CAM
J. Price,71.0,CDM
Go Yo Han,71.0,WM
O. Hawsawi,71.0,CB
Jaime Romero,71.0,WM
S. Grippo,71.0,CB
F. Chalov,71.0,ST
L. Siligardi,71.0,FW
D. Appiah,71.0,FB
S. Silva,71.0,ST
J. Paterson,71.0,WM
T. Barkhuizen,71.0,WM
I. Bangoura,71.0,ST
S. Memišević,71.0,CDM
F. Tabanou,71.0,FB
T. Hoogland,71.0,CB
G. Pezzella,71.0,FB
D. Kolovetsios,71.0,CB
Enric Gallego,71.0,ST
J. Garner,71.0,ST
K. Bonifazi,71.0,CB
Souza,71.0,CM
J. Adéoti,71.0,CDM
R. Caroca,71.0,CDM
D. Rosero Valencia,71.0,CB
M. Jonjić,71.0,CB
A. Tarek,71.0,CB
O. Fink,71.0,CM
F. Macheda,71.0,ST
M. Duffy,71.0,CAM
Y. Chibsah,71.0,CM
T. Schütz,71.0,CDM
Rodrigo Becão,71.0,CB
M. Loum,71.0,CDM
D. Fletcher,71.0,CM
Vadillo,71.0,WM
P. Klement,71.0,CAM
A. Gogia,71.0,FW
A. Cole,71.0,FB
K. Tsimikas,71.0,FB
Mateus,71.0,WM
Babanco,71.0,CDM
X. Mercier,71.0,CM
D. Nugent,71.0,ST
N. Fernández,71.0,GK
O. Hernández,71.0,WM
E. Mathoho,71.0,CB
B. Sarr,71.0,CM
A. Sagal,71.0,ST
J. Grimm,71.0,CDM
M. Nyatama,71.0,CM
B. Touré,71.0,CDM
Diego González,71.0,CB
S. Rosted,71.0,CB
Y. Suzuki,71.0,ST
I. Sacko,71.0,ST
Flavio Paixão,71.0,ST
G. Fernández,71.0,CAM
J. Hayes,71.0,WM
T. Ouwejan,71.0,FB
D. Guerrero,71.0,CDM
W. Routledge,71.0,WM
C. Paterson,71.0,FB
Hwang Ui Jo,71.0,ST
G. Kvilitaia,71.0,ST
R. Krishna,71.0,ST
T. Castagne,71.0,WM
Léo Jardim,71.0,GK
Heitor Gesse,71.0,FB
L. Majer,71.0,CAM
R. Carrera,71.0,WM
B. Celina,71.0,CM
R. Matarrita,71.0,FB
L. Vitale,71.0,WM
R. Gestede,71.0,ST
Pedro López,71.0,FB
J. Lucumi,71.0,CB
W. Endo,71.0,CDM
João Bardinho,71.0,FB
F. Barrientos,71.0,CM
P. Glykos,71.0,GK
C. Moritz,71.0,CM
E. Kachunga,71.0,WM
S. Mendoza,71.0,WM
Diego Galo,71.0,CB
Lins,71.0,ST
G. Pegolo,71.0,GK
U. Bulut,71.0,ST
Dani Calvo,71.0,CB
Alam Araújo,71.0,FB
F. Andrijašević,71.0,CAM
I. Fiolić,71.0,CAM
M. Caire,71.0,FB
C. Adams,71.0,ST
P. Škuletić,71.0,ST
G. Lux,71.0,GK
P. Kieszek,71.0,GK
B. Cortés,71.0,GK
S. Nishikawa,71.0,GK
M. Lustig,71.0,FB
A. Bjelica,71.0,WM
G. Alcoba,71.0,CB
J. Rhodes,71.0,ST
J. Campos,71.0,CAM
Borja Lasso,71.0,CAM
O. Cabezas,71.0,CB
G. Sunu,71.0,ST
D. Williams,71.0,CM
Nuno Santos,71.0,FW
N. González,71.0,CM
M. Boland,71.0,CM
M. Bianchetti,71.0,CB
G. Celis,71.0,CDM
Somália,71.0,CM
Y. El Ghanassy,71.0,WM
E. Finlay,71.0,WM
A. Uchida,71.0,FB
N. Brighenti,71.0,CB
I. Tajouri-Shradi,71.0,FW
S. Abdullahi,71.0,FW
Lionn,71.0,FB
J. Larsson,71.0,FB
T. Pachonik,71.0,FB
F. Bellugou,71.0,CB
Osmar,71.0,CDM
S. Motta,71.0,CAM
Pau Torres,71.0,CB
André Pereira,71.0,ST
Tiago Sá,71.0,GK
M. Coda,71.0,ST
W. Mesloub,71.0,CAM
M. Capuano,71.0,CB
A. Henríquez,71.0,CB
G. Dorrans,71.0,CM
Víctor Díaz,71.0,FB
T. Makino,71.0,CB
J. Mensah,71.0,CB
I. Sylla,71.0,FB
Cyriac,71.0,ST
Bernardo,71.0,CB
P. Gollini,71.0,GK
M. Vlap,71.0,CAM
Tiago Pombeira,71.0,WAM
Y. Soteldo,71.0,CAM
Rafa López,71.0,CB
A. Nocerino,71.0,CDM
J. Harper,71.0,ST
R. De Laet,71.0,FB
J. Zimmer,71.0,WM
C. Săpunaru,71.0,CB
Afonso Figueiredo,71.0,FB
J. Omlin,71.0,GK
R. Yaremchuk,71.0,ST
F. Wiedwald,71.0,GK
A. Galabinov,71.0,ST
Maikel Mesa,71.0,CAM
B. Garnica,71.0,WM
D. Arslanagic,71.0,CB
H. Henao,71.0,CDM
Y. Kashiwa,71.0,WM
J. Gol,71.0,CDM
N. Ghilas,71.0,ST
B. McKay,71.0,FW
Carraça,71.0,FB
Adriano Facchini,71.0,GK
A. Callens,71.0,CB
J. Perbet,71.0,ST
M. Antonsson,71.0,ST
Carlitos,71.0,WM
C. Lucchetti,71.0,GK
J. Bostock,71.0,CDM
V. Milinković-Savić,71.0,GK
G. Peñalba,71.0,CM
L. Kleinheisler,71.0,CM
R. Aliendro,71.0,CDM
L. Seijas,71.0,WAM
L. Fuentes,71.0,FB
R. Hassan,71.0,FW
L. Di Plácido,71.0,WM
Heriberto Tavares,71.0,FW
Pulido,71.0,CB
Ewerton,71.0,CM
G. Verón,71.0,WM
O. Boscagli,71.0,FB
C. Jerome,71.0,ST
E. Muñoz,71.0,CB
U. Đerić,71.0,ST
E. Albayrak,71.0,FB
F. Calvo,71.0,FB
F. Costa,71.0,WM
Xavi Torres,71.0,CDM
A. Cadavid,71.0,CB
J. Spector,71.0,CB
Felipe,71.0,CB
M. Dijks,71.0,WM
M. Hassen,71.0,GK
M. Bourabia,71.0,CM
L. Hejda,71.0,CB
E. Bergström,71.0,CB
Shikabala,71.0,FW
Aurélio Buta,71.0,FB
C. Penilla,71.0,WM
D. Cools,71.0,WM
D. Muñoz,71.0,FB
G. Sandoval,71.0,WM
Y. Bodiger,71.0,CDM
T. Kleindienst,71.0,ST
J. Abella,71.0,FB
U. Emanuelson,71.0,CM
R. Tesche,71.0,CDM
B. Nivet,71.0,CAM
Léo Jabá,71.0,WM
Paulo Henrique,71.0,ST
Y. Meriah,71.0,CB
A. Soto,71.0,FB
J. Quiñones,71.0,ST
Domingos Duarte,71.0,CB
E. Başsan,71.0,WM
F. Avenatti,71.0,ST
V. Fiorillo,71.0,GK
O. González,71.0,CB
Zheng Zhi,71.0,CDM
M. Henriksen,71.0,CM
Paulolettinho,71.0,WAM
S. Malezas,71.0,CB
W. Lautoa,71.0,CB
M. Fofana,71.0,WM
J. Cornejo,71.0,FB
J. Duque,71.0,ST
E. Horvath,71.0,GK
J. McClean,71.0,FW
A. Guédioura,71.0,CDM
E. Valentini,71.0,FB
J. Šimunović,71.0,CB
C. Kouamé,71.0,ST
N. De Pauw,71.0,CAM
Alex das Freitas,71.0,CDM
Mossa,71.0,FB
J. Marriott,71.0,ST
J. Riojas,71.0,WM
L. Fröde,71.0,CDM
L. Pokorný,71.0,CB
D. Vavro,71.0,CB
M. Bjärsmyr,71.0,CB
Oriol Riera,71.0,ST
M. Maolida,71.0,ST
M. Mostefa,71.0,CDM
R. Carrascal,71.0,CM
O. Mangala,71.0,CDM
M. Barthelmé,71.0,CM
A. Novikovas,71.0,WM
Ji Dong Won,71.0,CF
R. Rúnarsson,71.0,GK
D. Rotariu,71.0,FW
Paulinho,71.0,WM
Juan Carlos,71.0,CAM
M. Korhut,71.0,FB
S. Piette,71.0,CDM
N. Ortigoza,71.0,CDM
António Filipe,71.0,GK
M. Pereira Lage,71.0,CAM
Jean Cléber,71.0,CDM
O. Danchenko,71.0,FB
C. Pantilimon,71.0,GK
Guillermo,71.0,ST
O. Vizcarrondo,71.0,CB
E. Aguirre,71.0,WM
Edu Machado,71.0,FB
H. Dean,71.0,CB
D. Andrade,71.0,FB
D. Martínez,71.0,FB
C. Bryson,71.0,CM
B. Başaçıkoğlu,71.0,WM
K. Mrabti,71.0,CM
M. Fraga,71.0,GK
I. Oblyakov,71.0,CM
S. Logan,71.0,FB
D. Kaiser,71.0,CAM
D. Silva,71.0,CM
A. Nwakaeme,71.0,WM
J. Sambenito,71.0,ST
Toribio,71.0,CDM
M. Yumlu,71.0,CB
A. Milošević,71.0,CB
D. Nounkeu,71.0,CB
M. Barragán,71.0,ST
M. Ilaimaharitra,71.0,CDM
H. González,71.0,GK
J. El Yamiq,71.0,CB
João Teixeira,71.0,FW
M. Doumbia,71.0,WM
R. Brégerie,71.0,CB
A. Diallo,71.0,GK
M. Bruno,71.0,WM
J. Faussurier,71.0,WM
C. Wickham,71.0,ST
A. Abrashi,71.0,CDM
K. Nakamura,71.0,GK
Suso Santana,71.0,WM
J. Bowen,71.0,WM
Garrido,71.0,CDM
E. N'Dicka,71.0,CB
J. González,71.0,CM
M. Suárez,71.0,FB
Y. Andreu,71.0,FB
J. Obita,71.0,FB
Z. Erdal,71.0,FB
L. Capezzi,71.0,CM
Elsinho,71.0,FB
D. Asprilla,71.0,FW
S. Torrico,71.0,GK
Léo Gamalho,71.0,ST
J. Plašil,71.0,CM
T. Darikwa,71.0,FB
Guilherme Sityá,71.0,FB
Escassi,71.0,CDM
G. Achilier,71.0,CB
Verza,71.0,CM
B. Salamon,71.0,CB
A. Forshaw,71.0,CM
J. Quiñones,71.0,CB
W. Camacho,71.0,WM
T. Buffel,71.0,WM
Xisco,71.0,ST
Adeilson Gesser,71.0,WAM
Roderick Miranda,71.0,CB
N. Besara,71.0,CAM
D. Zbozień,71.0,FB
J. Cuero,71.0,WM
R. Coly,71.0,FB
K. Müller,71.0,GK
R. Zozulya,71.0,ST
R. Mphahlele,71.0,FB
K. Lee,71.0,CM
B. Koita,71.0,ST
Heltinho Melo,71.0,WAM
Nascimentardo,71.0,WAM
P. Barrera,71.0,WM
R. Pucino,71.0,FB
Miguel Rodrigues,71.0,CB
C. Pinares,71.0,CM
A. Gonçalves,71.0,CM
K. Musona,71.0,CF
Tiago,71.0,ST
N. Leiva,71.0,WM
A. Schiavone,71.0,CM
Manuel da Costa,71.0,CB
S. Hierländer,71.0,WM
Bruno Alves,71.0,CB
J. Velázquez,71.0,CB
M. Chanot,71.0,CB
O. McBurnie,71.0,ST
J. Onomah,71.0,CAM
M. Madl,71.0,CB
Cucurella,71.0,WM
C. Araujo,71.0,FB
M. Hartmann,71.0,CDM
M. Spiranovic,71.0,CB
Chong Te Se,71.0,ST
M. Albornoz,71.0,FB
A. Nukan,71.0,CB
L. Szukała,71.0,CB
E. Perlaza,71.0,FB
M. Dal Hende,71.0,FB
Emerson Avintes,71.0,WAM
Saberto Botelho,71.0,CDM
J. Dahlin,71.0,GK
Martin Cordeia,71.0,CAM
A. Oukidja,71.0,GK
B. Angulo,71.0,ST
S. Burchert,71.0,GK
Nélson Monte,71.0,CB
D. Rojas,71.0,CAM
Charles,71.0,GK
H. Wolf,71.0,CAM
E. Videla,71.0,CM
P. Ledesma,71.0,CDM
R. van Drongelen,71.0,CB
F. Jensen,71.0,CF
Artur,71.0,CDM
Edgar Costa,71.0,WM
S. Martínez,71.0,CDM
D. Fisher,71.0,FB
L. Clarke,71.0,ST
T. Hubočan,71.0,CB
Dani Castellano,71.0,FB
Javi Castellano,71.0,CM
P. Olkowski,71.0,FB
M. Caligiuri,71.0,CB
Marlion Rolim,71.0,WAM
D. Burn,71.0,CB
S. Schwab,71.0,CDM
O. Aina,71.0,FB
A. Mina,71.0,CB
S. Guirassy,71.0,ST
L. Paqarada,71.0,FB
J. Sánchez,71.0,FB
J. Wallace,71.0,WM
Jota,71.0,CM
Jesús Imaz,71.0,CAM
Dani Hernández,71.0,GK
K. Diatta,71.0,WM
X. Chavalerin,71.0,CDM
G. Tzavellas,71.0,CB
O. Omoijuanfo,71.0,ST
S. Dimitrievski,71.0,GK
Eltildo Bessa,71.0,ST
B. Marshall,71.0,WM
N. Mendez-Laing,71.0,FW
Álex Martínez,71.0,FB
Z. Bakkali,71.0,WM
G. Gimbert,71.0,ST
M. Gajić,71.0,FB
S. Aigner,71.0,ST
P. Köpke,71.0,ST
F. Klos,71.0,ST
K. McLean,71.0,CM
M. Olsson,71.0,FB
C. Nyman,71.0,ST
O. Estupiñán,71.0,ST
B. Wright,71.0,CB
J. Bednarek,71.0,CB
L. Vibe,71.0,ST
O. Jiménez,71.0,GK
Alejandro Rodríguez,71.0,ST
T. Elphick,71.0,CB
David Ferreiro,71.0,WM
M. Gobbi,71.0,FB
R. Insigne,71.0,FW
N. Gyömbér,71.0,CB
Túlio Sandoiro,71.0,ST
Hélder Barbosa,71.0,WM
B. Sako,71.0,WM
M. Domizzi,71.0,CB
P. Oniangué,71.0,CDM
P. Onuachu,71.0,ST
F. Balmont,71.0,CM
Antoñito,71.0,FB
A. Baby,71.0,WM
B. Petković,71.0,ST
Nélson Lenho,71.0,FB
Gumbau,71.0,CDM
C. Aboagye,71.0,CM
Y. Erdoğan,71.0,WM
Paulinho,71.0,ST
J. Cooper,71.0,CB
S. Malone,71.0,FB
M. Maloča,71.0,CB
G. Berardi,71.0,FB
Samu García,71.0,WM
T. Derijck,71.0,CB
A. Khalili,71.0,CAM
Y. Endo,71.0,CM
E. Kaçe,71.0,CDM
D. Machado,71.0,FB
S. Plavšić,71.0,WM
H. Reed,71.0,WM
S. Klaiber,71.0,FB
J. Boga,71.0,WM
D. Contento,71.0,FB
S. Padoin,71.0,FB
D. Foulquier,71.0,WM
Paco Montañés,71.0,WM
T. Dingomé,71.0,CDM
D. Kądzior,71.0,WM
E. Taşdemir,71.0,FB
P. Coutts,71.0,CM
D. Dumić,71.0,CB
Juan Carlos,71.0,GK
S. Privat,71.0,ST
G. Montiel,71.0,FB
João Gamboa,71.0,CDM
A. Zhirov,71.0,CB
M. Tosetti,71.0,WM
André Milazisco,71.0,GK
M. Colin,71.0,FB
F. Jozefzoon,71.0,FW
D. Moor,71.0,CB
A. Turan,71.0,CB
O. Bayram,71.0,FB
S. Bossut,71.0,GK
J. Irvine,71.0,CAM
D. Biraschi,71.0,CB
A. Bouchalakis,71.0,CM
A. Voglsammer,71.0,ST
Son Jun Ho,71.0,CM
A. El Said,71.0,CM
A. Yiadom,71.0,FB
W. Sobota,71.0,WM
I. Latovlevici,71.0,WM
B. Leal,71.0,CDM
E. Zelazny,71.0,GK
A. Brignoli,71.0,GK
K. Narey,71.0,WM
M. Pugh,71.0,WM
S. McTominay,71.0,CM
Fabrício Baiano,71.0,CDM
F. Navarro,71.0,FB
R. Bajić,71.0,ST
M. Le Bihan,71.0,ST
A. Rentería,71.0,ST
A. Leya Iseka,71.0,ST
André Moreira,71.0,GK
C. Gülselam,71.0,CDM
M. Rodríguez,71.0,FB
G. Litteri,71.0,ST
Raphael Rossi,71.0,CB
B. Kamara,71.0,GK
R. Oshima,71.0,CDM
L. Bruins,71.0,WM
N. Kebano,71.0,FW
Wiliam Santinho,71.0,GK
L. Sadiku,71.0,CDM
Y. Barbet,71.0,FB
Javi Moyano,71.0,FB
J. McLaughlin,71.0,GK
M. Büchel,71.0,CM
B. Oviedo,71.0,FB
J. Osorio,71.0,CM
Wagner Orsinho,71.0,FB
J. Elías,71.0,CM
Evandro,71.0,CAM
Manu Morlanes,71.0,CM
K. Großkreutz,71.0,FB
T. Kessler,71.0,GK
M. Beevers,71.0,CB
D. Gastaldello,71.0,CB
P. Faragò,71.0,WM
C. Ramírez,71.0,CB
I. Bennacer,71.0,CM
O. Coulibaly,71.0,FB
Alex Alegría,71.0,ST
C. Adjapong,71.0,WM
Dorado,71.0,CB
J. Walters,71.0,ST
A. De Sart,71.0,CDM
Luisinho Conradi,71.0,FB
B. Özcan,71.0,CAM
P. Bamford,71.0,ST
R. López,71.0,FB
F. Monteseirín,71.0,CB
A. Calabresi,71.0,CB
J. Léa Siliki,71.0,CM
J. De Sart,71.0,CDM
M. Sylla,71.0,WM
K. Boli,71.0,CB
D. Avdijaj,71.0,FW
Nauzet,71.0,GK
G. Molins,71.0,ST
M. Hector,71.0,CB
S. Andersson,71.0,ST
F. Erpen,71.0,CB
F. Meza,71.0,CB
D. Lemos,71.0,CDM
Z. Kuzmanović,71.0,CM
Lisandro Semedo,71.0,FW
J. Prior,71.0,GK
V. Salazar,71.0,FB
A. Diomande,71.0,ST
A. Niane,71.0,ST
Stephen Eustáquio,71.0,CDM
W. Montoya,71.0,WM
Kadu,71.0,CB
D. Bentley,71.0,GK
B. Drągowski,71.0,GK
G. Mancini,71.0,CB
T. Clarke,71.0,FB
F. Boeckx,71.0,GK
Adryan,71.0,ST
M. Grüttner,71.0,ST
J. Cevallos,71.0,CAM
L. Acosta,71.0,GK
M. Guendouzi,71.0,CDM
F. Nita,71.0,GK
P. Ebert,71.0,CF
D. Marshall,71.0,GK
K. Peterson,71.0,WM
S. Lammers,71.0,ST
A. King,71.0,CM
P. Mwene,71.0,FB
Andrei Girotto,71.0,CDM
Danilo Silva,71.0,CB
B. Kuscevic,71.0,CB
D. Sallói,71.0,FW
Ukra,71.0,FW
B. Acosta,71.0,CB
Tramontinaldo,71.0,FB
S. Hernández,71.0,CAM
L. Lacroix,71.0,CB
A. Godoy,71.0,CM
N. McGinn,71.0,WM
T. Boyd,71.0,WM
M. Eikrem,71.0,CAM
Kang Hyeon Mu,71.0,GK
H. Toledo,71.0,FW
M. Lacen,71.0,CDM
E. Adu,71.0,CM
L. Antei,71.0,CB
Adriano,71.0,ST
N. Foor,71.0,CM
C. Quintana,71.0,CB
Ângelo Neto,71.0,CM
A. Tinnerholm,71.0,FB
V. Verre,71.0,CM
I. Provedel,71.0,GK
R. Herrera,71.0,CB
J. Féret,71.0,CAM
J. Attamah,71.0,CB
Bremer,71.0,CB
Dorca,71.0,CDM
Defendi,71.0,CB
Jonas,71.0,CDM
P. Armero,71.0,FB
H. Van Der Bruggen,71.0,CM
L. Garritano,71.0,CAM
K. Balanta,71.0,CDM
Silvosinho,71.0,FB
Tony Muttinho,71.0,FB
D. Petratos,71.0,WM
Manu Barreiro,71.0,ST
R. Köse,71.0,GK
Oier,71.0,CDM
N. Rimando,71.0,GK
J. Arzura,71.0,CDM
S. Davis,71.0,CDM
Nacho Vidal,71.0,FB
M. Samudio,71.0,FB
M. Martin,71.0,CAM
F. Cubero,71.0,CB
R. Baca,71.0,CDM
Ivo Pinto,71.0,FB
S. Doukara,71.0,ST
Y. Shakhov,71.0,CAM
O. Çek,71.0,FB
O. Zinchenko,71.0,FB
S. Limbombe,71.0,WM
K. Galanopoulos,71.0,CDM
Feng Xiaoting,71.0,CB
M. Jevtovic,71.0,CDM
Arroyo,71.0,CB
Joel Pereira,71.0,GK
Xavier,71.0,WM
E. Remedi,71.0,CDM
L. Mareček,71.0,CM
C. Martina,71.0,FB
K. Sugimoto,71.0,ST
A. Wilkinson,71.0,CB
Mano,71.0,FB
B. Rienstra,71.0,CDM
Z. Kalmár,71.0,CM
P. Aquino,71.0,CDM
R. Faty,71.0,CDM
M. te Wierik,71.0,CB
J. Callsen-Bracker,71.0,CB
J. Isijara,71.0,WM
R. Torres,71.0,CB
M. Çelik,71.0,FB
B. Sharp,71.0,ST
T. Tomiyasu,71.0,CB
G. Thorne,71.0,CDM
O. Rashid,71.0,CM
M. Al Owais,71.0,GK
S. Palacios,71.0,WM
D. Benlamri,71.0,CB
O. Haddadi,71.0,FB
N. Katić,71.0,CB
S. Thern,71.0,CM
N. Bitton,71.0,CDM
A. Søderlund,71.0,ST
A. Ateef,71.0,CDM
E. García,71.0,FB
Alexandre Guedes,71.0,ST
R. Hilbert,71.0,FB
Álvaro Lemos,71.0,FB
Flávio,71.0,CB
Pombaxinho,71.0,CB
R. Sawyers,71.0,CM
D. Lekić,71.0,ST
N. Champagne,71.0,GK
Fábio,71.0,FB
Deivid,71.0,CB
B. Hämäläinen,71.0,CB
S. Dubarbier,71.0,FB
L. Cavanda,71.0,FB
Patrick,71.0,FB
C. Cisneros,71.0,WM
J. Brownhill,71.0,CM
Heitinho Zanon,71.0,CB
J. Bolingi,71.0,FW
E. Conde,71.0,GK
T. Hemed,71.0,ST
L. Krajnc,71.0,CB
P. Terracciano,71.0,GK
N. Pasquini,71.0,FB
G. Acosta,71.0,WM
Fernando Boldrin,71.0,CAM
Fidel,71.0,WM
M. Rodriguez,71.0,CAM
K. Sema,71.0,WM
Y. Candelo,71.0,WM
R. García Guerreño,71.0,CB
A. Maitland-Niles,71.0,CM
Nathael Silbeira,71.0,GK
Marco Rocha,71.0,GK
S. Colombi,71.0,GK
Unai Medina,71.0,FB
Jair,71.0,WM
J. Lynch,71.0,CB
C. Fai,71.0,FB
M. Rygaard,71.0,ST
M. Djenepo,71.0,WM
M. Männel,71.0,GK
M. Dawson,71.0,CB
Cristian López,71.0,ST
A. Esiti,71.0,CM
O. Govea,71.0,CDM
Eduardo Fonseira,71.0,GK
R. Beerens,71.0,FW
Sebas Coris,71.0,WM
B. Róchez,71.0,ST
Carlos Martínez,71.0,FB
Cao Yunding,71.0,WM
Eguaras,71.0,CDM
O. Pérez,71.0,GK
J. Siebenhandl,71.0,GK
A. Kolomeytsev,71.0,CDM
Crivellaro,71.0,CAM
L. Lollo,71.0,CM
S. Maguire,71.0,ST
Cafú,71.0,CDM
Zapater,71.0,CM
J. Botaka,70.0,WM
J. Böðvarsson,70.0,ST
N. Sarenren Bazee,70.0,WM
R. Bianco,70.0,CM
O. Adın,70.0,WM
A. Pešić,70.0,ST
G. Hendrickx,70.0,CDM
J. Hochscheidt,70.0,CAM
J. Cabezas,70.0,CDM
Jony Reitosa,70.0,FB
P. Šteinbors,70.0,GK
K. Çörekçi,70.0,FB
J. Murphy,70.0,WM
R. Gagliolo,70.0,CB
D. Solanke,70.0,ST
F. Sacko,70.0,FB
J. Sýkora,70.0,WM
D. de Buen,70.0,CDM
F. Veseli,70.0,CB
A. González,70.0,FB
D. John,70.0,FB
D. Ousted,70.0,GK
A. Preciado,70.0,FW
Filipe Chaby,70.0,FW
F. Torijano,70.0,CB
J. Valenzuela,70.0,CB
Barbosaldinho,70.0,CB
Santi Comesaña,70.0,CDM
Luís Machado,70.0,WM
Han Chan Hee,70.0,CM
D. Geiger,70.0,CM
F. Bradarić,70.0,CM
L. Figueroa,70.0,WM
K. Stuhr-Ellegaard,70.0,GK
F. Zampano,70.0,WM
